,ChannelID,subs,nvideos,views,Category,Language,Type
Y4176,Y4176,74159,75,91669,music,Chinese,NGO
Y4177,Y4177,55138,32,23007,news,Chinese,Individual
Y4178,Y4178,128825,74,181033,news,English,NGO
Y4179,Y4179,109258,23,77397,news,English,Individual
Y4180,Y4180,153053,4,9973,music,Franch,Individual
Y4181,Y4181,75990,32,72401,travel,English,NGO
Y4182,Y4182,223811,36,107035,news,Japanese,NGO
Y4183,Y4183,131024,68,60860,news,Franch,NGO
Y4184,Y4184,109173,65,32767,food,English,Goverment
Y4185,Y4185,55754,37,74114,food,Russia,Goverment
Y4186,Y4186,103006,17,104794,music,Chinese,NGO
Y4187,Y4187,134268,79,85243,travel,English,Individual
Y4188,Y4188,167753,57,159620,food,Russia,Goverment
Y4189,Y4189,140323,81,34256,food,English,Goverment
Y4190,Y4190,72296,26,52254,news,Franch,Goverment
Y4191,Y4191,19707,8,24465,gaming,Spanish,Goverment
Y4192,Y4192,101805,51,47652,gaming,English,Individual
Y4193,Y4193,79383,4,107368,music,Russia,Individual
Y4194,Y4194,59059,58,29753,news,English,Individual
Y4195,Y4195,60950,71,10616,music,Franch,Individual
Y4196,Y4196,139370,72,18267,food,Russia,Individual
Y4197,Y4197,139540,13,78402,gaming,Japanese,Goverment
Y4198,Y4198,47123,52,24205,gaming,Franch,Individual
Y4199,Y4199,106602,39,30473,gaming,Chinese,NGO
Y4200,Y4200,57372,70,5906,music,English,Goverment
Y4201,Y4201,106798,51,41985,news,English,Goverment
Y4202,Y4202,32052,3,38671,gaming,Spanish,Goverment
Y4203,Y4203,16846,39,23877,news,English,Goverment
Y4204,Y4204,45261,29,13629,news,English,Corperate
Y4205,Y4205,92601,93,67558,music,Chinese,NGO
Y4206,Y4206,130827,58,74549,music,English,Individual
Y4207,Y4207,169213,31,19805,food,English,NGO
Y4208,Y4208,96625,29,50349,music,English,Corperate
Y4209,Y4209,130823,5,125341,music,English,Goverment
Y4210,Y4210,81482,52,72773,gaming,Japanese,Individual
Y4211,Y4211,67335,59,36844,music,English,Goverment
Y4212,Y4212,53523,29,24306,news,English,Individual
Y4213,Y4213,147292,86,67211,news,English,Goverment
Y4214,Y4214,40038,96,34774,gaming,English,Individual
Y4215,Y4215,14708,39,4490,food,English,NGO
Y4216,Y4216,115656,32,170620,gaming,Chinese,Goverment
Y4217,Y4217,70097,57,26609,news,Chinese,Individual
Y4218,Y4218,63076,52,49980,food,Chinese,NGO
Y4219,Y4219,147726,42,33868,food,English,Individual
Y4220,Y4220,89040,38,93183,gaming,English,NGO
Y4221,Y4221,63040,46,69938,music,Franch,NGO
Y4222,Y4222,61480,71,57671,music,English,Goverment
Y4223,Y4223,77481,77,42083,news,Russia,Individual
Y4224,Y4224,124022,87,68820,gaming,English,Corperate
Y4225,Y4225,147302,3,108917,news,English,Individual
Y4226,Y4226,108774,55,142296,food,Franch,Individual
Y4227,Y4227,141690,66,60852,food,English,Individual
Y4228,Y4228,97716,24,45098,food,Chinese,Individual
Y4229,Y4229,198895,81,26401,news,Japanese,Individual
Y4230,Y4230,55652,8,53200,gaming,Chinese,NGO
Y4231,Y4231,50101,33,39496,news,English,NGO
Y4232,Y4232,224147,55,106471,music,English,Individual
Y4233,Y4233,1,34,0,music,English,Goverment
Y4234,Y4234,134940,41,70390,food,Russia,Individual
Y4235,Y4235,49172,35,14041,food,Japanese,Corperate
Y4236,Y4236,60782,54,44108,travel,English,Corperate
Y4237,Y4237,84663,84,11471,food,Chinese,Goverment
Y4238,Y4238,112432,81,58663,news,Chinese,NGO
Y4239,Y4239,181264,64,162203,food,English,NGO
Y4240,Y4240,70014,99,101782,travel,English,NGO
Y4241,Y4241,66645,81,92478,news,English,Individual
Y4242,Y4242,40975,99,45319,gaming,English,NGO
Y4243,Y4243,56291,31,20327,gaming,English,Individual
Y4244,Y4244,120930,1,161058,gaming,English,NGO
Y4245,Y4245,94299,28,127777,gaming,English,NGO
Y4246,Y4246,47326,6,1204,gaming,English,Corperate
Y4247,Y4247,112080,27,52707,travel,English,Individual
Y4248,Y4248,147721,39,193318,food,Russia,NGO
Y4249,Y4249,58311,42,28338,gaming,Japanese,Individual
Y4250,Y4250,1,8,763,news,English,NGO
Y4251,Y4251,99291,33,59297,music,Russia,Corperate
Y4252,Y4252,171540,96,34324,gaming,English,Individual
Y4253,Y4253,97660,93,31432,gaming,Spanish,Individual
Y4254,Y4254,133075,19,22955,travel,English,Individual
Y4255,Y4255,130162,67,121894,music,English,NGO
Y4256,Y4256,117416,35,123254,travel,Spanish,NGO
Y4257,Y4257,159838,43,74806,travel,English,NGO
Y4258,Y4258,128707,59,130338,music,English,Goverment
Y4259,Y4259,93522,15,27540,gaming,English,Individual
Y4260,Y4260,123221,35,32059,music,Chinese,Goverment
Y4261,Y4261,1,26,0,news,English,Goverment
Y4262,Y4262,84547,72,60682,food,Franch,Individual
Y4263,Y4263,193170,57,274087,food,Russia,Goverment
Y4264,Y4264,158572,31,63421,food,Chinese,Individual
Y4265,Y4265,118582,21,13189,gaming,Franch,Individual
Y4266,Y4266,121681,46,89592,news,English,NGO
Y4267,Y4267,140318,1,203669,food,English,Individual
Y4268,Y4268,159523,7,238316,travel,Spanish,NGO
Y4269,Y4269,162996,72,124040,food,English,Goverment
Y4270,Y4270,96574,43,1508,travel,English,Individual
Y4271,Y4271,378,2,0,music,Spanish,Corperate
Y4272,Y4272,52145,66,27511,travel,Franch,Individual
Y4273,Y4273,46519,54,59678,gaming,Japanese,NGO
Y4274,Y4274,117808,4,23223,food,Spanish,Corperate
Y4275,Y4275,28399,25,16008,music,English,Individual
Y4276,Y4276,100121,36,125005,music,Franch,Individual
Y4277,Y4277,110521,32,44201,music,English,Corperate
Y4278,Y4278,65431,87,41791,food,Spanish,NGO
Y4279,Y4279,71529,10,26488,travel,English,Individual
Y4280,Y4280,165437,43,2162,travel,Franch,Individual
Y4281,Y4281,84598,62,88690,music,English,Individual
Y4282,Y4282,47887,56,51172,food,Japanese,NGO
Y4283,Y4283,119924,6,76905,travel,Russia,NGO
Y4284,Y4284,70185,95,14725,travel,Russia,Individual
Y4285,Y4285,1,96,0,news,English,Individual
Y4286,Y4286,159623,4,21503,food,English,NGO
Y4287,Y4287,136213,28,102908,news,English,NGO
Y4288,Y4288,74537,38,65439,travel,Spanish,Goverment
Y4289,Y4289,154394,39,216754,news,Japanese,Goverment
Y4290,Y4290,1,43,886,travel,English,Goverment
Y4291,Y4291,91702,21,124941,food,Franch,Individual
Y4292,Y4292,29412,69,8763,gaming,Spanish,Individual
Y4293,Y4293,41556,18,57835,music,English,Individual
Y4294,Y4294,80706,31,2831,gaming,Russia,Individual
Y4295,Y4295,39279,1,16131,news,Spanish,Goverment
Y4296,Y4296,93487,89,21943,gaming,Russia,Goverment
Y4297,Y4297,110809,71,48453,music,English,Individual
Y4298,Y4298,66092,90,81933,food,Chinese,Goverment
Y4299,Y4299,95314,36,6643,gaming,Franch,NGO
Y4300,Y4300,36744,79,47047,food,English,Individual
Y4301,Y4301,107732,81,71334,food,English,Individual
Y4302,Y4302,58657,81,55633,food,Japanese,Individual
Y4303,Y4303,178535,45,175283,news,Chinese,NGO
Y4304,Y4304,133274,57,158602,food,English,NGO
Y4305,Y4305,74659,91,73971,music,Spanish,Corperate
Y4306,Y4306,79735,9,92218,gaming,Japanese,Individual
Y4307,Y4307,105794,57,138408,news,English,NGO
Y4308,Y4308,123873,71,2207,food,English,NGO
Y4309,Y4309,105970,52,153531,news,English,Goverment
Y4310,Y4310,145428,10,159588,gaming,Franch,Goverment
Y4311,Y4311,190686,92,82536,gaming,English,Individual
Y4312,Y4312,30797,6,15565,music,English,Individual
Y4313,Y4313,49193,79,17476,food,Japanese,NGO
Y4314,Y4314,37198,28,36412,food,English,NGO
Y4315,Y4315,84146,67,70825,news,English,Individual
Y4316,Y4316,150154,41,167517,gaming,Chinese,NGO
Y4317,Y4317,23408,42,6878,music,English,NGO
Y4318,Y4318,132249,53,46340,gaming,English,Individual
Y4319,Y4319,68285,1,92628,news,Russia,Individual
Y4320,Y4320,140555,60,43999,travel,English,Goverment
Y4321,Y4321,120261,25,15141,food,Japanese,NGO
Y4322,Y4322,73207,81,105875,news,Russia,Goverment
Y4323,Y4323,78669,24,60920,food,English,Goverment
Y4324,Y4324,71086,92,99450,food,Spanish,Corperate
Y4325,Y4325,156253,6,26057,gaming,English,Individual
Y4326,Y4326,54874,20,57722,travel,English,Individual
Y4327,Y4327,106177,34,132421,music,English,Goverment
Y4328,Y4328,142099,23,89670,gaming,Franch,Individual
Y4329,Y4329,42637,52,34032,news,Japanese,Individual
Y4330,Y4330,74844,15,51013,food,English,Goverment
Y4331,Y4331,50375,83,39041,gaming,English,NGO
Y4332,Y4332,1,28,0,music,Chinese,NGO
Y4333,Y4333,136269,13,165366,gaming,English,NGO
Y4334,Y4334,126511,75,69477,food,Franch,Individual
Y4335,Y4335,1,72,829,gaming,English,Corperate
Y4336,Y4336,49349,59,43235,food,English,Individual
Y4337,Y4337,64282,8,55721,gaming,Russia,Goverment
Y4338,Y4338,91302,16,98555,music,Spanish,NGO
Y4339,Y4339,87426,30,893,news,English,Individual
Y4340,Y4340,118107,69,71414,food,English,NGO
Y4341,Y4341,60477,23,61961,travel,English,NGO
Y4342,Y4342,104643,49,80372,music,Chinese,NGO
Y4343,Y4343,154170,51,121038,food,Chinese,Goverment
Y4344,Y4344,78766,30,98581,travel,English,NGO
Y4345,Y4345,95309,63,90746,gaming,English,Individual
Y4346,Y4346,89877,80,80616,music,Japanese,NGO
Y4347,Y4347,46012,79,52267,travel,English,Individual
Y4348,Y4348,111301,95,88506,gaming,Spanish,Individual
Y4349,Y4349,81437,25,1268,music,Japanese,NGO
Y4350,Y4350,1,61,854,food,English,Individual
Y4351,Y4351,86254,99,4649,gaming,English,Individual
Y4352,Y4352,189275,92,24135,music,Chinese,Goverment
Y4353,Y4353,27979,54,37074,news,Franch,Individual
Y4354,Y4354,168818,76,22640,news,Chinese,Individual
Y4355,Y4355,123171,56,121422,gaming,English,Individual
Y4356,Y4356,109717,8,138914,travel,English,NGO
Y4357,Y4357,49260,16,27003,music,Spanish,NGO
Y4358,Y4358,75823,77,98183,music,English,Corperate
Y4359,Y4359,146668,24,12597,travel,Chinese,Individual
Y4360,Y4360,165923,30,160768,gaming,Spanish,Goverment
Y4361,Y4361,62946,27,91546,news,English,NGO
Y4362,Y4362,57439,65,31473,gaming,Russia,Goverment
Y4363,Y4363,82015,10,109822,food,English,Corperate
Y4364,Y4364,40161,36,49254,travel,English,Individual
Y4365,Y4365,62485,72,47141,gaming,English,Individual
Y4366,Y4366,86796,29,23245,food,Franch,NGO
Y4367,Y4367,158449,39,188666,food,English,Goverment
Y4368,Y4368,160983,22,216383,music,Russia,NGO
Y4369,Y4369,9024,82,7219,food,Russia,NGO
Y4370,Y4370,153411,95,141585,gaming,Russia,NGO
Y4371,Y4371,169313,23,126591,music,Spanish,NGO
Y4372,Y4372,50668,57,32211,travel,Chinese,Individual
Y4373,Y4373,128377,99,100133,travel,Franch,Corperate
Y4374,Y4374,151270,39,71879,food,Franch,NGO
Y4375,Y4375,35596,40,13638,gaming,English,Individual
Y4376,Y4376,70635,48,62514,music,English,Individual
Y4377,Y4377,82310,7,117632,gaming,Japanese,Individual
Y4378,Y4378,141544,30,182189,food,English,Goverment
Y4379,Y4379,121504,65,17296,music,Chinese,NGO
Y4380,Y4380,158785,21,121488,gaming,English,Goverment
Y4381,Y4381,44418,42,38705,music,Spanish,NGO
Y4382,Y4382,120813,50,100650,music,Spanish,NGO
Y4383,Y4383,167123,33,159317,food,Spanish,NGO
Y4384,Y4384,101433,23,95748,music,English,Individual
Y4385,Y4385,122329,79,17858,news,English,NGO
Y4386,Y4386,175258,73,40842,gaming,English,Individual
Y4387,Y4387,147802,59,56348,travel,English,Goverment
Y4388,Y4388,170988,68,61332,travel,Japanese,Individual
Y4389,Y4389,121371,53,181562,gaming,English,Individual
Y4390,Y4390,57766,20,76723,music,English,Corperate
Y4391,Y4391,118667,32,139148,food,English,NGO
Y4392,Y4392,109820,37,22818,food,Franch,Individual
Y4393,Y4393,157494,66,127235,travel,English,Goverment
Y4394,Y4394,61723,55,11212,travel,English,NGO
Y4395,Y4395,134996,49,2427,gaming,Franch,NGO
Y4396,Y4396,1,90,0,food,English,NGO
Y4397,Y4397,79100,87,61677,gaming,English,NGO
Y4398,Y4398,130835,34,6626,gaming,English,NGO
Y4399,Y4399,78052,26,227,travel,Spanish,Goverment
Y4400,Y4400,81976,70,104262,music,English,Individual
Y4401,Y4401,130778,51,25457,food,Chinese,Individual
Y4402,Y4402,118576,2,19691,music,English,Individual
Y4403,Y4403,308292,93,217517,food,Russia,Goverment
Y4404,Y4404,187160,82,274592,travel,Japanese,Individual
Y4405,Y4405,70975,48,52123,music,Franch,NGO
Y4406,Y4406,19484,52,6808,music,Franch,Corperate
Y4407,Y4407,142786,57,135662,news,Franch,NGO
Y4408,Y4408,120493,95,168454,music,Spanish,NGO
Y4409,Y4409,94362,70,7906,travel,English,Individual
Y4410,Y4410,147565,27,102009,gaming,English,Goverment
Y4411,Y4411,155682,42,178341,news,English,NGO
Y4412,Y4412,105302,19,67629,gaming,English,NGO
Y4413,Y4413,86443,26,31943,travel,English,Individual
Y4414,Y4414,191683,63,104283,travel,English,Individual
Y4415,Y4415,84533,34,12623,music,Chinese,Individual
Y4416,Y4416,158093,51,179030,food,English,NGO
Y4417,Y4417,152727,5,170518,music,Chinese,NGO
Y4418,Y4418,120294,17,67442,gaming,English,NGO
Y4419,Y4419,73078,37,100293,music,English,NGO
Y4420,Y4420,95443,53,98524,gaming,Russia,NGO
Y4421,Y4421,119505,40,70221,gaming,Japanese,Individual
Y4422,Y4422,28663,6,31739,travel,English,NGO
Y4423,Y4423,202846,43,106840,food,English,Goverment
Y4424,Y4424,145130,43,199319,news,English,Individual
Y4425,Y4425,32677,3,34934,travel,Chinese,Goverment
Y4426,Y4426,118852,55,146432,music,English,Goverment
Y4427,Y4427,189282,43,279372,music,English,Individual
Y4428,Y4428,185483,96,92754,travel,Franch,Goverment
Y4429,Y4429,72006,5,52419,music,Spanish,Goverment
Y4430,Y4430,93739,7,87527,news,English,Individual
Y4431,Y4431,164674,15,15826,music,Spanish,Corperate
Y4432,Y4432,147052,89,140239,travel,Chinese,Individual
Y4433,Y4433,46627,16,39638,food,Russia,Individual
Y4434,Y4434,191118,14,86427,travel,English,Individual
Y4435,Y4435,111513,41,44389,food,Russia,Individual
Y4436,Y4436,68225,40,93761,gaming,English,Individual
Y4437,Y4437,122564,7,46753,music,Russia,NGO
Y4438,Y4438,119329,51,2310,music,Chinese,Corperate
Y4439,Y4439,62239,86,27406,gaming,Japanese,Individual
Y4440,Y4440,94535,37,78647,gaming,English,NGO
Y4441,Y4441,163784,40,219672,music,Japanese,Individual
Y4442,Y4442,93030,61,0,travel,Franch,Individual
Y4443,Y4443,22467,89,15125,travel,English,Individual
Y4444,Y4444,54933,71,71374,food,English,Goverment
Y4445,Y4445,232679,34,275037,gaming,Chinese,NGO
Y4446,Y4446,108564,68,5826,food,Russia,Goverment
Y4447,Y4447,5422,95,6746,news,English,Goverment
Y4448,Y4448,101522,34,144538,news,English,Individual
Y4449,Y4449,210487,90,196338,music,English,Individual
Y4450,Y4450,112594,42,55735,news,English,NGO
Y4451,Y4451,141351,26,10315,news,Spanish,Individual
Y4452,Y4452,104271,28,50711,music,English,Goverment
Y4453,Y4453,177005,97,122300,music,English,Individual
Y4454,Y4454,83764,30,118584,news,English,Individual
Y4455,Y4455,94496,46,127058,food,Russia,Individual
Y4456,Y4456,118027,1,60375,music,English,Goverment
Y4457,Y4457,112783,48,138827,music,Japanese,Goverment
Y4458,Y4458,162742,54,185881,gaming,English,Individual
Y4459,Y4459,71315,21,17130,news,English,Goverment
Y4460,Y4460,34265,49,29948,food,Russia,Goverment
Y4461,Y4461,98348,50,6465,gaming,Spanish,Corperate
Y4462,Y4462,12779,32,4512,news,Japanese,Individual
Y4463,Y4463,86797,7,34541,music,Chinese,Individual
Y4464,Y4464,60790,71,29982,news,Spanish,NGO
Y4465,Y4465,44789,51,24216,food,Russia,Goverment
Y4466,Y4466,79699,38,51154,music,Chinese,NGO
Y4467,Y4467,41446,16,32885,music,Russia,Individual
Y4468,Y4468,74936,73,75597,news,English,Goverment
Y4469,Y4469,144006,6,192701,gaming,English,Goverment
Y4470,Y4470,158972,6,70656,news,English,NGO
Y4471,Y4471,161167,85,150033,news,Russia,Corperate
Y4472,Y4472,93542,82,78627,news,Chinese,Individual
Y4473,Y4473,71344,71,39265,news,English,Goverment
Y4474,Y4474,140440,43,42170,music,English,Goverment
Y4475,Y4475,5562,55,3904,travel,Chinese,NGO
Y4476,Y4476,7591,67,10195,news,Spanish,Goverment
Y4477,Y4477,78748,35,20707,news,English,Individual
Y4478,Y4478,112381,52,163738,travel,English,Individual
Y4479,Y4479,64860,23,49432,news,English,Individual
Y4480,Y4480,116050,71,58384,food,Russia,Individual
Y4481,Y4481,143036,68,133038,news,Japanese,Individual
Y4482,Y4482,1,41,0,gaming,Japanese,NGO
Y4483,Y4483,57139,57,34040,news,English,Corperate
Y4484,Y4484,996,5,1262,music,Russia,Goverment
Y4485,Y4485,157215,79,54063,music,English,Individual
Y4486,Y4486,183558,42,55549,gaming,English,Goverment
Y4487,Y4487,89771,92,113703,news,English,NGO
Y4488,Y4488,27433,12,30172,news,Chinese,Individual
Y4489,Y4489,34833,23,9932,food,English,Individual
Y4490,Y4490,79962,48,83222,gaming,English,Corperate
Y4491,Y4491,18423,49,0,gaming,Chinese,Individual
Y4492,Y4492,104481,63,59031,travel,English,NGO
Y4493,Y4493,144940,81,76095,travel,Russia,Goverment
Y4494,Y4494,82821,43,112435,food,Russia,Individual
Y4495,Y4495,76188,2,17595,news,English,NGO
Y4496,Y4496,165207,99,40421,food,Franch,Goverment
Y4497,Y4497,134253,55,90332,travel,English,Individual
Y4498,Y4498,100415,2,47823,news,Chinese,Goverment
Y4499,Y4499,83552,26,55489,music,English,Goverment
Y4500,Y4500,102084,16,118355,travel,English,Individual
Y4501,Y4501,101399,82,25384,gaming,Chinese,Individual
Y4502,Y4502,120143,83,11209,music,Spanish,Individual
Y4503,Y4503,72382,8,8574,news,English,Goverment
Y4504,Y4504,69813,25,102767,travel,English,NGO
Y4505,Y4505,115893,2,2968,food,English,Goverment
Y4506,Y4506,78265,44,67055,music,Russia,Corperate
Y4507,Y4507,117450,61,67676,music,English,Individual
Y4508,Y4508,78950,68,75760,food,Spanish,Individual
Y4509,Y4509,143226,54,207700,travel,Franch,Individual
Y4510,Y4510,133809,32,138070,travel,English,Goverment
Y4511,Y4511,10442,66,10684,travel,English,NGO
Y4512,Y4512,208466,5,272427,food,Spanish,Individual
Y4513,Y4513,52103,30,71294,gaming,English,NGO
Y4514,Y4514,101809,84,49143,news,Franch,Individual
Y4515,Y4515,115223,67,83878,travel,Franch,NGO
Y4516,Y4516,104183,33,55238,news,English,Corperate
Y4517,Y4517,147477,35,38997,gaming,Franch,Individual
Y4518,Y4518,124663,75,8431,food,Spanish,Corperate
Y4519,Y4519,186497,49,171001,travel,Russia,Individual
Y4520,Y4520,89790,21,104036,travel,Franch,Individual
Y4521,Y4521,31344,32,2759,news,English,NGO
Y4522,Y4522,91681,17,94999,travel,English,Corperate
Y4523,Y4523,71339,3,27601,travel,English,Individual
Y4524,Y4524,75034,56,17055,music,Franch,NGO
Y4525,Y4525,126009,24,141209,food,English,NGO
Y4526,Y4526,66164,74,45669,music,English,Individual
Y4527,Y4527,51612,22,63667,music,Chinese,Goverment
Y4528,Y4528,93623,14,13854,news,English,Goverment
Y4529,Y4529,147685,68,118937,travel,English,Individual
Y4530,Y4530,1,75,0,gaming,English,Individual
Y4531,Y4531,129803,92,124830,news,Japanese,NGO
Y4532,Y4532,132896,81,22457,music,English,NGO
Y4533,Y4533,129802,4,123684,gaming,English,Individual
Y4534,Y4534,60400,28,54152,travel,English,Individual
Y4535,Y4535,41944,63,54117,music,Chinese,Individual
Y4536,Y4536,53154,8,9618,music,English,Individual
Y4537,Y4537,27563,10,944,gaming,Spanish,NGO
Y4538,Y4538,1,57,713,news,Russia,NGO
Y4539,Y4539,104899,56,28160,gaming,English,Individual
Y4540,Y4540,104094,39,38843,food,English,NGO
Y4541,Y4541,166131,68,159195,food,Franch,Goverment
Y4542,Y4542,38417,56,39208,music,English,NGO
Y4543,Y4543,83398,68,20000,gaming,English,NGO
Y4544,Y4544,89541,91,83053,news,English,Goverment
Y4545,Y4545,140547,74,130492,gaming,English,Individual
Y4546,Y4546,103713,2,98681,travel,Japanese,NGO
Y4547,Y4547,89777,19,7406,music,English,Individual
Y4548,Y4548,49205,42,34521,gaming,English,Corperate
Y4549,Y4549,120217,77,65229,gaming,Russia,NGO
Y4550,Y4550,46086,4,48590,gaming,English,NGO
Y4551,Y4551,66318,77,14271,news,English,Individual
Y4552,Y4552,98498,88,9269,food,Russia,NGO
Y4553,Y4553,113167,96,44402,gaming,Spanish,Individual
Y4554,Y4554,81406,54,33734,travel,Chinese,NGO
Y4555,Y4555,116615,16,102190,travel,English,Individual
Y4556,Y4556,162864,85,162747,food,English,Corperate
Y4557,Y4557,28227,47,13885,gaming,English,NGO
Y4558,Y4558,13518,4,14493,travel,English,Individual
Y4559,Y4559,45567,91,54440,travel,English,NGO
Y4560,Y4560,191049,98,35139,news,Russia,Individual
Y4561,Y4561,101819,74,136742,news,Japanese,Individual
Y4562,Y4562,100467,77,22239,news,Chinese,Individual
Y4563,Y4563,100840,8,63720,music,Chinese,Individual
Y4564,Y4564,85756,27,15197,food,Franch,Individual
Y4565,Y4565,179366,98,206457,food,English,Individual
Y4566,Y4566,152681,50,83447,food,Franch,NGO
Y4567,Y4567,51563,51,72034,food,English,Individual
Y4568,Y4568,165699,2,159202,travel,English,Individual
Y4569,Y4569,150642,65,181155,news,Spanish,Goverment
Y4570,Y4570,110511,92,23233,food,Chinese,Goverment
Y4571,Y4571,95432,44,122780,food,English,Individual
Y4572,Y4572,20417,21,12460,travel,English,Individual
Y4573,Y4573,200465,40,254922,travel,Franch,Corperate
Y4574,Y4574,142229,79,179375,gaming,English,Corperate
Y4575,Y4575,108647,34,145548,music,English,Goverment
Y4576,Y4576,63589,97,36183,food,English,Goverment
Y4577,Y4577,64992,28,10926,food,English,NGO
Y4578,Y4578,176190,88,52155,gaming,Russia,Goverment
Y4579,Y4579,138174,72,99974,news,English,Goverment
Y4580,Y4580,144862,51,136704,gaming,Japanese,Goverment
Y4581,Y4581,70195,22,29612,food,English,Individual
Y4582,Y4582,130982,18,36779,food,Russia,NGO
Y4583,Y4583,81331,52,120498,music,English,Individual
Y4584,Y4584,87487,32,102927,gaming,English,Corperate
Y4585,Y4585,154593,92,78954,music,English,Individual
Y4586,Y4586,221012,55,254486,news,English,NGO
Y4587,Y4587,243074,98,252820,music,English,Individual
Y4588,Y4588,110944,22,110385,travel,English,Individual
Y4589,Y4589,99442,16,122864,food,English,NGO
Y4590,Y4590,102892,43,142024,news,Spanish,Individual
Y4591,Y4591,112902,26,107208,travel,Spanish,Individual
Y4592,Y4592,87054,16,110500,travel,English,NGO
Y4593,Y4593,124084,92,63098,news,English,Corperate
Y4594,Y4594,123065,37,116707,music,English,Goverment
Y4595,Y4595,43997,45,15240,food,Franch,NGO
Y4596,Y4596,73035,31,32408,food,Japanese,Individual
Y4597,Y4597,56101,7,71243,food,English,NGO
Y4598,Y4598,164087,61,217039,music,Japanese,NGO
Y4599,Y4599,106305,84,152120,music,English,Individual
Y4600,Y4600,55821,98,34095,travel,Japanese,NGO
Y4601,Y4601,75831,6,84616,food,English,Individual
Y4602,Y4602,40372,6,9533,food,Japanese,NGO
Y4603,Y4603,96316,46,26041,news,English,Individual
Y4604,Y4604,127707,49,124690,news,Russia,Goverment
Y4605,Y4605,131838,48,6809,music,English,Corperate
Y4606,Y4606,200536,90,7679,news,English,Individual
Y4607,Y4607,115046,76,108840,music,English,NGO
Y4608,Y4608,55874,20,30608,food,English,Individual
Y4609,Y4609,121572,83,174860,music,Japanese,Individual
Y4610,Y4610,93456,91,100144,news,English,Individual
Y4611,Y4611,114710,37,149052,gaming,English,Individual
Y4612,Y4612,106092,11,14432,gaming,English,Individual
Y4613,Y4613,100830,41,58255,travel,English,Goverment
Y4614,Y4614,116035,38,150307,music,Franch,Corperate
Y4615,Y4615,104836,41,54989,music,Chinese,NGO
Y4616,Y4616,93693,99,82858,travel,English,Goverment
Y4617,Y4617,210486,39,144931,gaming,Chinese,Individual
Y4618,Y4618,99075,85,119093,food,Franch,NGO
Y4619,Y4619,79297,4,102324,music,Spanish,Corperate
Y4620,Y4620,83844,30,60362,news,Franch,NGO
Y4621,Y4621,67677,92,36724,food,Russia,NGO
Y4622,Y4622,108050,90,53922,food,English,Individual
Y4623,Y4623,78149,57,70033,gaming,Russia,NGO
Y4624,Y4624,153989,43,2395,gaming,English,NGO
Y4625,Y4625,47931,78,26907,gaming,English,Goverment
Y4626,Y4626,124147,44,65052,gaming,English,NGO
Y4627,Y4627,96802,81,53362,news,English,Individual
Y4628,Y4628,102150,19,91230,food,Chinese,NGO
Y4629,Y4629,186755,59,8639,news,Russia,Goverment
Y4630,Y4630,39957,19,16622,news,English,NGO
Y4631,Y4631,74878,25,84185,news,English,Individual
Y4632,Y4632,158954,65,32015,food,Russia,Individual
Y4633,Y4633,51624,68,16014,travel,Japanese,Individual
Y4634,Y4634,154173,48,122309,music,Franch,NGO
Y4635,Y4635,83904,56,114222,gaming,Chinese,NGO
Y4636,Y4636,89904,72,126278,news,English,Individual
Y4637,Y4637,72382,17,50210,news,Spanish,Individual
Y4638,Y4638,91282,62,135387,travel,English,Goverment
Y4639,Y4639,64623,62,25746,travel,Japanese,Goverment
Y4640,Y4640,63647,31,17296,travel,English,Individual
Y4641,Y4641,48998,43,60442,gaming,English,Corperate
Y4642,Y4642,60204,20,57061,music,English,Individual
Y4643,Y4643,118057,12,56229,music,Chinese,Corperate
Y4644,Y4644,68965,19,54489,news,English,Individual
Y4645,Y4645,22561,25,19536,music,Franch,Individual
Y4646,Y4646,182208,95,191002,news,English,Individual
Y4647,Y4647,59058,22,20726,music,English,Individual
Y4648,Y4648,77399,37,64538,news,English,Goverment
Y4649,Y4649,98522,78,140132,food,English,Individual
Y4650,Y4650,177555,40,213053,gaming,Franch,Goverment
Y4651,Y4651,65879,85,50920,travel,Chinese,Goverment
Y4652,Y4652,163318,91,182599,food,Japanese,NGO
Y4653,Y4653,115220,76,1352,music,Chinese,NGO
Y4654,Y4654,79793,57,111826,news,English,Goverment
Y4655,Y4655,200536,42,76326,news,English,Goverment
Y4656,Y4656,54054,57,18638,food,Russia,Corperate
Y4657,Y4657,141110,32,0,music,English,Individual
Y4658,Y4658,148540,78,71780,gaming,English,Goverment
Y4659,Y4659,62178,4,71083,gaming,English,Goverment
Y4660,Y4660,89193,40,5600,travel,English,Individual
Y4661,Y4661,130279,59,21087,music,English,Goverment
Y4662,Y4662,97922,58,140094,gaming,English,Individual
Y4663,Y4663,106962,93,71961,news,English,Goverment
Y4664,Y4664,118165,76,46137,food,English,NGO
Y4665,Y4665,90586,43,59453,food,Japanese,Individual
Y4666,Y4666,117806,18,123266,music,English,Individual
Y4667,Y4667,155805,26,169727,food,Chinese,Goverment
Y4668,Y4668,134105,24,169841,news,Franch,NGO
Y4669,Y4669,1,57,0,food,English,Goverment
Y4670,Y4670,99338,76,116649,food,English,Individual
Y4671,Y4671,102110,94,34469,news,Japanese,Individual
Y4672,Y4672,163731,32,134953,food,English,Individual
Y4673,Y4673,1,24,0,gaming,English,NGO
Y4674,Y4674,109661,17,87270,travel,English,Individual
